premise,correct,incorrect,pos_neg_sim,pos_sim,neg_sim,difference,sentence_mode,embedding_details,distance_metric
['Multiple independently produced instrumental datasets confirm that the 2009–2018 decade was 0.93 ± 0.07\xa0°C warmer than the pre-industrial baseline (1850–1900).'],"[""Every part of the Earth's\xa0climate system\xa0has continued warming since 1998, with 2015 shattering temperature records.""]",[],,0.8980799913406372,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Also, the Intergovernmental Panel on Climate Change (IPCC) writes in their Climate Change 2007: Synthesis Report: ""The uptake of anthropogenic carbon since 1750 has led to the ocean becoming more acidic with an average decrease in pH of 0.1 units.']","['The current debate on the connection between CO2\xa0emissions and climate change has largely overlooked an independent and equally serious problem, the increasing acidity of our oceans.']",[],,0.9584068655967712,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In Greenland, glacier retreat has been observed in outlet glaciers, resulting in an increase of the ice flow rate and destabilization of the mass balance of the ice sheet that is their source.']",['warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica'],[],,0.9051183462142944,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['White House explains the link between Climate Change and Wild Fires.'],['There is a link between climate change and the NSW bushfires.'],[],,0.9182785749435425,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Worldwide exposure to PM2.5 contributed to 4.1 million deaths from heart disease and stroke, lung cancer, chronic lung disease, and respiratory infections in 2016.']","['According to the WHO, exposure to particulate matter increases the risk of acute lower respiratory infection, chronic obstructive pulmonary disease, heart disease, stroke and lung cancer.']",[],,0.9312211871147156,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['It found that the CRU\'s work had been ""carried out with integrity"" and had used ""fair and satisfactory"" methods.']","[""The Review concluded that CRU's actions were normal and did not threaten the integrity of peer review.""]",[],,0.91993248462677,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Currently, surface temperatures are rising by about 0.2\xa0°C per decade.']",['In 1990 the United Nation’s Intergovernmental Panel on Climate Change (IPCC) predicted that temperatures would rise by 0.54F (0.3C) per decade.'],[],,0.8184167146682739,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In 2002 the 12\xa0km (7.5\xa0mi) long floating terminus of the glacier entered a phase of rapid retreat, with the ice front breaking up and the floating terminus disintegrating and accelerating to a retreat rate of over 30\xa0m (98\xa0ft) per day.']",['Thick arctic sea ice is in rapid retreat.'],[],,0.866606593132019,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""The greenhouse effect is a process by which thermal radiation from a planetary atmosphere warms the planet's surface beyond the temperature it would have in the absence of its atmosphere.""]","['The CO2 amplifies the warming and mixes through the atmosphere, spreading warming throughout the planet.']",[],,0.9143338203430176,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""Anthropogenic climate change is caused by human activity, as opposed to changes in climate that may have resulted as part of Earth's natural processes.""]",['Ancient natural cycles are irrelevant for attributing recent global warming to humans.'],[],,0.8753901124000549,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"[""The Holocene extinction event is an ongoing mass extinction associated with humanity's expansion across the globe over the past few thousand years.""]",['Our evolving dynamic planet has survived[…] mass extinctions'],[],,0.5052759647369385,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Study author Katherine Richardson stresses, ""We note that the Earth has never in its history had a quasi-stable state that is around 2 °C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions.']","['We note that the Earth has never in its history had a quasi-stable state that is around 2C warmer than the preindustrial and suggest that there is substantial risk that the system, itself, will ‘want’ to continue warming because of all of these other processes – even if we stop emissions,” she said.']",[],,0.9987574219703674,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['The number of these climate skeptics is greater in the US than in any other country.'],"['The United States is the leading nation in the world ""with the highest amount of doubt about the conventional wisdom of climate change.""']",[],,0.9732874631881714,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['With the loss of mass, the gravitational pull becomes less and local water levels might drop.']","['That’s because as Antarctica’s mass shrinks, the ice sheet’s gravitational pull on the ocean relaxes somewhat, and the seas travel back across the globe to pile up far away — with U.S. coasts being one prime destination.”']",[],,0.9461562633514404,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Climate change caused by human activities that emit greenhouse gases into the air is expected to affect the frequency of extreme weather events such as drought, extreme temperatures, flooding, high winds, and severe storms.']",['Extreme weather events are being made more frequent and worse by global warming.'],[],,0.8858910799026489,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['This jet stream instability brings warm air north as well as cold air south.'],"['This means the jet stream meanders more, with big loops bringing warm air to the frozen north and cold air into warmer southern climes.”']",[],,0.9145053625106812,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['As climate change more rapidly progresses, temperature increases will affect the length of the growing season.']","['A longer and warmer growing season also has an effect, Dr. Overpeck said, as plants take up more water, further reducing stream flows.']",[],,0.8787052631378174,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The sensitivity of temperature to atmospheric gasses, most notably CO 2, is often expressed in terms of the change in temperature per doubling of the concentration of the gas.']","['“We indicated 23 years ago — in our 1994 Nature article — that climate models had the atmosphere’s sensitivity to CO2 much too high,” Christy said in a statement.']",[],,0.911068320274353,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The ""rigour and honesty"" of the scientists at the Climatic Research Unit were found not to be in doubt.']",['An independent inquiry found CRU is a small research unit with limited resources and their rigour and honesty are not in doubt.'],[],,0.935192346572876,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['To set these numbers into context, assuming a global population around 9–10 billion by 2050 a carbon footprint of about 2–2.5 tons CO2e per capita is needed to stay within a 2\xa0°C target.']","['With more CO2 in the atmosphere, the challenge [feeding 2.5 billion more people] can and will be met.']",[],,0.9264441728591919,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['By August 2014, a three-year drought was prompting changes to the agriculture industry in the valley.']","['While the north-east, midwest and upper great plains have experienced a 30% increase in heavy rainfall episodes – considered once-in-every-five year downpours – parts of the west, particularly California, have been parched by drought.']",[],,0.9351122975349426,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Global warming not only causes changes in tropical cyclones, it may also make some impacts from them worse via sea level rise.']",['But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.'],[],,0.8484765291213989,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In 2018, global commercial operations emitted 918 million tonnes (Mt) of CO₂, 2.4% of all CO₂ emissions: 747 Mt for passenger transport and 171 Mt for freight operations.']",['CO2 emissions from all commercial operations in 2018 totaled 918 million metric tons—2.4% of global CO2 emissions from fossil fuel use.'],[],,0.921034574508667,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The scientific consensus on climate change is ""that climate is changing and that these changes are in large part caused by human activities"", and it ""is largely irreversible"".']","['""Many people think the science of climate change is settled.']",[],,0.9544947743415833,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The main positive feedback in global warming is the tendency of warming to increase the amount of water vapor in the atmosphere, which in turn leads to further warming.']","['""...the largest of all the positive or temperature-amplifying feedbacks in  the UN’s arsenal is the water-vapor feedback.']",[],,0.9745574593544006,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Nevertheless, within three years most of the basic assumptions made by Rowland and Molina were confirmed by laboratory measurements and by direct observation in the stratosphere.']","['While there are uncertainties with climate models, they successfully reproduce the past and have made predictions that have been subsequently confirmed by observations.']",[],,0.9158281683921814,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Weather events are due to multiple factors, and so cannot be said to be caused by one precondition, but climate change affects aspects of extreme events, and very likely worsened some of the impacts of Harvey.']",['But [climate scientists] say that aspects of the case of Hurricane Harvey—and the recent history of tropical cyclones worldwide—suggest global warming is making a bad situation worse.'],[],,0.9388464093208313,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['Some climate change denial groups say that because CO 2 is only a trace gas in the atmosphere (roughly 400ppm, or 0.04%, 4 parts per 10,000) it can only have a minor effect on the climate.']",['[T]he overwhelming majority of peer-reviewed studies \xa0[find] that CO2 in the atmosphere remained there a short time.'],[],,0.9409513473510742,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['However, these models do tend to underestimate the rate of sea ice loss since 2007.']",['Sea ice has diminished much faster than scientists and climate models anticipated.'],[],,0.7610628008842468,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['El Niño events cause short-term (approximately 1 year in length) spikes in global average surface temperature while La Niña events cause short term cooling.'],"['Even during a period of long term warming, there are short periods of cooling due to climate variability.']",[],,0.8518356680870056,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['This glacier was discovered in 2002 to be shrinking rapidly, and by 2007 had completely melted away, leaving the exposed island.']","['Greenland on the whole is losing ice, as confirmed by satellite measurement.']",[],,0.9351159334182739,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""Rising sea levels threaten small Pacific island nations"".']","['But the heads of small island nations, fearful of rising sea levels, had also asked scientists to examine the effects of 2.7 degrees of warming.']",[],,0.5267970561981201,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['""A 40-y record reveals gradual Antarctic sea ice increases followed by decreases at rates far exceeding the rates seen in the Arctic"".']","['It “certainly puts the kibosh on everyone saying that Antarctica’s ice is just going up and up,” Meier said.']",[],,0.8914206027984619,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The new city hall, built from recycled materials, has solar panels in its garage.']","['Every four minutes, another American home or business goes solar.']",[],,0.7789477109909058,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['In its 2007 Fourth Assessment Report, IPCC said that climate sensitivity is ""likely to be in the range 2 to 4.5\xa0°C with a best estimate of about 3\xa0°C"".']","['Fourth Assessment Report (AR4), in which the likely range is given as 2.0°C to 4.5°C, with a best estimate of 3.0°C"" (Pat Michaels)']",[],,0.9811117649078369,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
['An acceleration of ice loss across the Himalayas over the past 40 years has been proved with satellite photos.'],['Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.'],[],,0.8719886541366577,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
"['The development and scaling-up of clean technology, such as cement that produces less CO2, is critical to achieve sufficient emission reductions for the Paris agreement goals.']","['The argument that solving the global warming problem by reducing human greenhouse gas emissions is ""too hard"" generally stems from the belief that (i) our technology is not sufficiently advanced to achieve significant emissions reductions,']",[],,0.9538565874099731,,,fixed_single,snpmi_remove_stop_words = False_1Mlines_q_1_signed_1,cosine_similarity
